ISmiRNA	MFEI	NMFE	sqlen	GC	hairpinMFE	interior_loopMFE	STACKMFE	BULGEMFE
F	-0.3137857205527169	-0.2768115997314453	69	60.869565217391305	-3.8200000762939452	-1.9100000381469726	-19.100000381469727	-1.9100000381469726
F	-0.43056000595092775	-0.35384615873679137	78	64.1025641025641	-5.520000076293945	-1.971428598676409	-1.6235294342041016	-2.300000031789144
F	-0.355	-0.2887323943661972	71	57.74647887323944	-4.1	-1.7083333333333333	-1.4642857142857142	-1.7083333333333333
F	-0.3740416741371155	-0.2031914934198907	94	51.06382978723404	-3.8200000762939452	-1.3642857415335519	-1.4692307985745943	-1.9100000381469726
F	-0.3953559251558983	-0.19633027172963555	109	54.12844036697248	-4.279999923706055	-1.4266666412353515	-1.1263157693963302	-1.9454545107754795
F	-0.43152942433076746	-0.31190477098737446	84	60.714285714285715	-5.240000152587891	-1.746666717529297	-2.183333396911621	-2.6200000762939455
F	-0.6412982324968305	-0.38061223711286274	98	58.16326530612245	-7.459999847412109	-2.331249952316284	-1.963157854582134	-3.390909021550959
F	-0.3529583470026652	-0.22906977631324946	86	55.81395348837209	-3.9400001525878907	-1.3133333841959636	-1.3133333841959636	-1.790909160267223
F	-0.4767446887239497	-0.2381443338295848	97	48.45360824742268	-4.6200000762939455	-1.6500000272478377	-1.443750023841858	-2.100000034679066
F	-0.44148837954499004	-0.2690476235889253	84	51.19047619047619	-4.520000076293945	-1.7384615678053637	-1.412500023841858	-2.0545454892245205
F	-0.5321458474795024	-0.322471918684713	89	53.93258426966292	-5.740000152587891	-2.207692366379958	-1.3045454892245205	-2.3916667302449546
F	-0.6464230625446026	-0.3499999922149035	98	53.06122448979592	-6.8599998474121096	-2.4499999455043246	-1.4913043146548064	-3.4299999237060548
F	-0.4711272784146395	-0.38536585831060644	82	67.07317073170732	-6.320000076293946	-2.1066666920979817	-1.975000023841858	-3.160000038146973
F	-0.44	-0.21022727272727273	88	42.04545454545455	-3.7	-1.3214285714285714	-1.3214285714285714	-1.85
F	-0.32175000429153444	-0.15888889100816514	90	44.44444444444444	-2.8600000381469726	-1.0214285850524902	-0.7526315889860454	-1.300000017339533
F	-0.43200000762939456	-0.2571428616841634	84	50.0	-4.320000076293946	-1.6615384908822866	-1.5428571701049805	-1.9636363983154297
F	-0.4245918293388522	-0.23052631177400287	95	51.578947368421055	-4.3799999237060545	-1.6846153552715595	-1.6846153552715595	-2.1899999618530273
F	-0.4680000196184431	-0.4493827348873939	81	77.77777777777777	-7.280000305175781	-2.6000001089913503	-2.0222223069932728	-3.0333334604899087
F	-0.5326666567060682	-0.2170212725375561	94	38.297872340425535	-4.079999923706055	-1.3599999745686848	-1.274999976158142	-2.0399999618530273
F	-0.4509756097560975	-0.25	86	47.674418604651166	-4.3	-1.6538461538461537	-1.34375	-2.15
F	-0.5346922830434946	-0.394047600882394	84	61.904761904761905	-6.619999694824219	-2.758333206176758	-1.947058733771829	-2.546153728778546
F	-0.4149697159275864	-0.20365854588950552	82	40.24390243902439	-3.3400001525878906	-1.1928571973528181	-1.2846154433030348	-1.5181818875399502
F	-0.33499999999999996	-0.208955223880597	67	41.791044776119406	-2.8	-1.1666666666666667	-1.1666666666666667	-1.2727272727272727
F	-0.4488780407789277	-0.24883720486663108	86	47.674418604651166	-4.279999923706055	-1.337499976158142	-1.4266666412353515	-2.1399999618530274
F	-0.5320000076293945	-0.26600000381469724	100	50.0	-5.320000076293946	-1.662500023841858	-1.4777777989705403	-2.4181818528608843
F	-0.42160001482282367	-0.31911765827852134	68	51.470588235294116	-4.340000152587891	-1.9727273420854048	-1.1421053033126027	-1.808333396911621
F	-0.3972826086956522	-0.2529411764705882	85	54.11764705882353	-4.3	-1.7916666666666667	-1.1944444444444444	-1.9545454545454546
F	-0.3771999886252663	-0.308536576061714	82	67.07317073170732	-5.05999984741211	-1.8071428026471819	-1.9461537874661958	-2.529999923706055
F	-0.35071739735810653	-0.30273973125300996	73	63.013698630136986	-4.420000076293945	-1.8416666984558105	-1.5785714558192663	-2.009090943769975
F	-0.4633469250737404	-0.2931818095120517	88	55.68181818181818	-5.159999847412109	-1.7199999491373699	-1.4333332909478083	-2.5799999237060547
F	-0.5536065711349738	-0.2790909160267223	110	55.45454545454545	-6.1400001525878904	-2.361538520226112	-1.3954545801336116	-2.361538520226112
F	-0.47964286293302266	-0.37176471037023207	85	65.88235294117646	-6.320000076293946	-2.4307692601130557	-1.8588235518511604	-3.160000038146973
F	-0.46568420259576093	-0.2835442989687376	79	48.10126582278481	-4.479999923706055	-1.5999999727521623	-1.8666666348775227	-2.2399999618530275
F	-0.6121034227568528	-0.3773195718981556	97	59.79381443298969	-7.319999694824219	-2.6142856052943637	-1.8299999237060547	-3.327272588556463
F	-0.25636364329944955	-0.17625000476837158	80	55.0	-2.8200000762939452	-1.0071428843906947	-0.9400000254313151	-1.2818182164972478
F	-0.36441178041345934	-0.2528571537562779	70	48.57142857142857	-3.540000152587891	-1.3615385202261119	-1.6090909784490413	-1.7700000762939454
F	-0.48400001525878905	-0.2880952471778506	84	50.0	-4.840000152587891	-1.8615385202261119	-1.6133333841959636	-2.2000000693581323
F	-0.40580645684273015	-0.1741176493027631	85	36.470588235294116	-2.9600000381469727	-1.138461553133451	-0.7789473784597296	-1.3454545627940784
F	-0.45517141887119833	-0.20112359121944126	89	39.325842696629216	-3.5799999237060547	-1.278571401323591	-0.9421052430805407	-1.6272726925936611
F	-0.4582438952748369	-0.31688311192896457	77	53.246753246753244	-4.8799999237060545	-2.0333333015441895	-1.355555534362793	-2.0333333015441895
F	-0.3667804945969	-0.2821917860475305	73	56.16438356164384	-4.1200000762939455	-2.0600000381469727	-1.5846154139592097	-2.0600000381469727
F	-0.5538750100135803	-0.25119048073178246	84	38.095238095238095	-4.220000076293945	-1.4066666920979818	-1.1105263358668278	-2.1100000381469726
F	-0.6142400268554687	-0.39659092643044214	88	56.81818181818182	-6.980000305175781	-2.4928572518484935	-1.9388889736599393	-3.172727411443537
F	-0.4159038580380953	-0.32962963904863524	81	64.19753086419753	-5.340000152587891	-2.2250000635782876	-1.570588280172909	-2.2250000635782876
F	-0.45102222951253257	-0.2744186090868573	86	52.325581395348834	-4.720000076293945	-1.5733333587646485	-1.6857143129621233	-2.3600000381469726
F	-0.3578181960365989	-0.2341463507675543	82	53.65853658536585	-3.8400001525878906	-1.476923135610727	-1.1294118095846737	-1.7454546148126775
F	-0.35587499419848123	-0.32054793997986675	73	65.75342465753425	-4.679999923706054	-1.799999970656175	-1.559999974568685	-2.339999961853027
F	-0.6067692507230319	-0.545882370892693	85	76.47058823529412	-9.280000305175781	-3.5692308866060696	-2.442105343467311	-4.6400001525878904
F	-0.42342858450753346	-0.34305556615193683	72	58.333333333333336	-4.94000015258789	-1.9000000586876502	-1.5437500476837158	-2.470000076293945
F	-0.43702273889021437	-0.4283582203423799	67	65.67164179104478	-5.740000152587891	-2.8700000762939455	-2.0500000544956754	-2.8700000762939455
F	-0.35670731707317077	-0.26	75	54.666666666666664	-3.9	-1.3928571428571428	-1.21875	-1.7727272727272727
F	-0.4164054200455949	-0.3056338135625275	71	52.11267605633803	-4.340000152587891	-1.6692308279184194	-1.6692308279184194	-1.9727273420854048
F	-0.3948529327616972	-0.23866666158040364	75	45.333333333333336	-3.5799999237060547	-1.7899999618530273	-1.1933333079020183	-1.7899999618530273
F	-0.4778333258628845	-0.2595744640269178	94	51.06382978723404	-4.8799999237060545	-2.0333333015441895	-1.109090891751376	-2.218181783502752
F	-0.4436249899864197	-0.20119047164916992	84	38.095238095238095	-3.3799999237060545	-1.1266666412353517	-1.299999970656175	-1.6899999618530273
F	-0.39416668415069583	-0.15636364329944957	110	43.63636363636363	-3.4400001525878907	-1.1466667175292968	-1.0750000476837158	-1.433333396911621
F	-0.5325128291203425	-0.2681818225167014	88	44.31818181818182	-4.720000076293945	-1.6857143129621233	-1.3882353165570427	-2.1454545801336113
F	-0.33517647490781893	-0.19220779468486834	77	44.15584415584416	-2.9600000381469727	-1.138461553133451	-1.3454545627940784	-1.3454545627940784
F	-0.43463414634146347	-0.18181818181818182	99	41.41414141414141	-3.6	-1.2	-1.0588235294117647	-1.8
F	-0.5887036959330241	-0.2627272692593661	110	49.09090909090909	-5.779999923706055	-2.0642856870378767	-1.6999999775606043	-2.8899999618530274
F	-0.32609303053035293	-0.2085365900179235	82	52.4390243902439	-3.4200000762939453	-1.3153846447284405	-1.1400000254313152	-1.5545454892245205
F	-0.4208048629760742	-0.2629629535439574	81	50.617283950617285	-4.259999847412109	-1.7749999364217122	-1.4199999491373698	-1.7749999364217122
F	-0.6989399848937988	-0.35656564885919745	99	50.505050505050505	-7.05999984741211	-2.5214285169328963	-1.7649999618530274	-3.209090839732777
F	-0.6834426504666689	-0.34454546841708095	110	55.45454545454545	-7.580000305175782	-2.526666768391927	-2.229411854463465	-3.4454546841708096
F	-0.46359573810658555	-0.332098760722596	81	58.02469135802469	-5.3799999237060545	-1.9214285441807337	-2.0692307398869443	-2.6899999618530273
F	-0.5059666557312013	-0.4104651074076808	86	69.76744186046511	-7.05999984741211	-2.5214285169328963	-2.353333282470703	-3.209090839732777
F	-0.6234827844027815	-0.3765306278150909	98	59.183673469387756	-7.380000305175781	-2.6357143947056363	-1.8450000762939454	-3.6900001525878907
F	-0.5777272727272728	-0.3780487804878049	82	53.65853658536585	-6.2	-2.3846153846153846	-1.8235294117647058	-3.1
F	-0.5747916666666667	-0.34831460674157305	89	53.93258426966292	-6.2	-2.3846153846153846	-1.7222222222222223	-2.3846153846153846
F	-0.34919999313354494	-0.2694444391462538	72	55.55555555555556	-3.8799999237060545	-1.4923076629638672	-1.6166666348775227	-1.7636363289572976
F	-0.4256799896240234	-0.46029410642736096	68	73.52941176470588	-6.259999847412109	-2.2357142312186107	-2.4076922490046573	-2.8454544760964136
F	-0.46408106520369247	-0.28961037970208503	77	48.05194805194805	-4.459999847412109	-1.7153845566969652	-1.5928570883614677	-2.027272657914595
F	-0.4265454604408958	-0.3247058868408203	85	64.70588235294117	-5.520000076293945	-2.1230769524207482	-1.8400000254313151	-2.7600000381469725
F	-0.4903725556766286	-0.3157303413648284	89	57.30337078651685	-5.6200000762939455	-1.756250023841858	-1.6529411989099838	-2.8100000381469727
F	-0.333125	-0.23780487804878048	82	58.53658536585366	-3.9	-1.5	-1.1470588235294117	-1.7727272727272727
F	-0.4723846219136165	-0.3101123638367385	89	58.42696629213483	-5.520000076293945	-2.1230769524207482	-2.1230769524207482	-2.509090943769975
F	-0.3976470588235294	-0.3333333333333333	78	65.38461538461539	-5.2	-1.8571428571428572	-1.625	-2.3636363636363638
F	-0.4042790843165198	-0.25853659466999335	82	52.4390243902439	-4.240000152587891	-1.7666667302449544	-1.4133333841959634	-1.9272727966308594
F	-0.330352949254653	-0.2166666719648573	72	47.22222222222222	-3.1200000762939455	-1.3000000317891438	-1.4181818528608843	-1.5600000381469727
F	-0.4822448847245197	-0.3270588145536535	85	57.64705882352941	-5.55999984741211	-2.138461479773888	-1.6352940727682674	-2.527272657914595
F	-0.374625	-0.22839506172839505	81	49.382716049382715	-3.7	-1.6818181818181819	-1.3214285714285714	-1.5416666666666667
F	-0.37675675675675674	-0.2073170731707317	82	45.1219512195122	-3.4	-1.3076923076923077	-1.2142857142857142	-1.7
F	-0.3700000127156576	-0.2611764795639936	85	60.0	-4.44000015258789	-1.707692366379958	-1.8500000635782878	-2.220000076293945
F	-0.40499999999999997	-0.3395061728395062	81	67.90123456790124	-5.5	-1.9642857142857142	-1.71875	-2.5
F	-0.4264615513728215	-0.2863636450334029	88	59.09090909090909	-5.040000152587891	-1.6800000508626303	-1.2600000381469727	-2.5200000762939454
F	-0.5553499889373779	-0.44022987628805227	87	68.96551724137932	-7.659999847412109	-2.7357142312186107	-1.9149999618530273	-3.48181811246005
F	-0.688266689300537	-0.5213483317514483	89	67.41573033707866	-9.280000305175781	-3.3142858232770647	-2.109090978449041	-4.218181956898082
F	-0.3247826086956522	-0.21686746987951808	83	55.42168674698795	-3.6	-1.3846153846153846	-1.2	-1.8
F	-0.5002500069141388	-0.31724138369505434	87	55.172413793103445	-5.520000076293945	-1.971428598676409	-1.5333333545260959	-2.509090943769975
F	-0.32537143707275396	-0.1871794920701247	78	44.87179487179487	-2.9200000762939453	-1.1230769524207482	-0.9125000238418579	-1.3272727619517932
F	-0.3151666535271539	-0.2951612780171056	62	58.064516129032256	-3.6599998474121094	-1.2199999491373699	-1.6636362942782315	-1.8299999237060547
F	-0.3316666603088379	-0.2842857088361468	70	60.0	-3.9799999237060546	-1.4214285441807337	-1.3266666412353516	-1.809090874411843
F	-0.3737111167907715	-0.3746268713652198	67	67.16417910447761	-5.020000076293945	-2.0916666984558105	-2.0916666984558105	-2.281818216497248
F	-0.34192103837665755	-0.2577464681276133	71	53.521126760563384	-3.6599998474121094	-1.4076922490046575	-1.4076922490046575	-1.6636362942782315
F	-0.5125740803612603	-0.3494382065333677	89	60.674157303370784	-6.220000076293945	-2.221428598676409	-1.5550000190734863	-2.5916666984558105
F	-0.48085713386535645	-0.2060606022073765	99	42.42424242424242	-4.079999923706055	-1.3599999745686848	-1.1333333121405706	-1.8545454198663884
F	-0.4568571354094006	-0.2853658490064668	82	51.21951219512195	-4.679999923706054	-1.6714285441807337	-1.231578927291067	-2.127272692593661
F	-0.37259999227523805	-0.2271604891176577	81	49.382716049382715	-3.6799999237060548	-1.3142856870378767	-1.2266666412353515	-1.5333333015441895
F	-0.3803870859453755	-0.15227272293784402	88	35.22727272727273	-2.6799999237060548	-0.8933333079020183	-0.7444444232516818	-1.3399999618530274
F	-0.4185	-0.38271604938271603	81	74.07407407407408	-6.2	-2.3846153846153846	-2.066666666666667	-3.1
F	-0.48999999011004414	-0.539999989100865	70	77.14285714285714	-7.55999984741211	-3.1499999364217124	-2.2235293668859146	-3.4363635670055044
F	-0.46799999237060547	-0.27209301882011944	86	50.0	-4.679999923706054	-1.799999970656175	-1.1699999809265136	-2.127272692593661
F	-0.49945945945945946	-0.23863636363636365	88	42.04545454545455	-4.2	-1.5	-1.9090909090909092	-2.1
F	-0.4064210625698692	-0.15757576142898713	99	38.38383838383838	-3.1200000762939455	-0.9750000238418579	-1.040000025431315	-1.4181818528608843
F	-0.41189475410862975	-0.21162791584813317	86	44.18604651162791	-3.6400001525878904	-1.2133333841959635	-1.2133333841959635	-1.8200000762939452
F	-0.4390638172880132	-0.3480519381436435	77	61.03896103896104	-5.3599998474121096	-2.0615384028508115	-2.4363635670055044	-2.6799999237060548
F	-0.35554284232003347	-0.2691176358391257	68	51.470588235294116	-3.6599998474121094	-1.5249999364217122	-1.0764705433565027	-1.6636362942782315
F	-0.5037142920980648	-0.36707317538377715	82	59.75609756097561	-6.020000076293945	-2.508333365122477	-1.5842105463931435	-2.508333365122477
F	-0.45202173191568124	-0.2747126392934514	87	52.87356321839081	-4.779999923706055	-1.9916666348775227	-1.4058823305017807	-1.8384615091177134
F	-0.5303333255222865	-0.3011627862619799	86	48.83720930232558	-5.179999923706054	-1.8499999727521623	-1.8499999727521623	-2.589999961853027
F	-0.45970214032112283	-0.35512821490948016	78	60.256410256410255	-5.540000152587891	-1.9785714830671037	-1.538888931274414	-2.51818188753995
F	-0.546149974822998	-0.3343434189305161	99	60.60606060606061	-6.619999694824219	-2.2066665649414063	-1.7421051828484786	-2.758333206176758
F	-0.3972413793103448	-0.4444444444444444	72	80.55555555555556	-6.4	-2.4615384615384617	-1.8823529411764706	-2.6666666666666665
F	-0.3583880646549054	-0.31724138369505434	87	77.01149425287356	-5.520000076293945	-1.971428598676409	-1.6235294342041016	-2.509090943769975
F	-0.2862766062959712	-0.3184615501990685	65	72.3076923076923	-4.1400001525878904	-1.4785714830671037	-1.5923077509953425	-2.0700000762939452
F	-0.43202081918716434	-0.2617977442366354	89	53.93258426966292	-4.659999847412109	-1.664285659790039	-1.3705881904153263	-1.941666603088379
F	-0.5779830298989506	-0.5197530675817419	81	72.8395061728395	-8.419999694824218	-3.238461421086238	-2.6312499046325684	-4.209999847412109
F	-0.5	-0.2840909090909091	88	50.0	-5.0	-1.7857142857142858	-1.5625	-2.0833333333333335
F	-0.6016000130393289	-0.37446809322276015	94	58.51063829787234	-7.040000152587891	-2.346666717529297	-1.8526316191020764	-3.5200000762939454
F	-0.32249999999999995	-0.2986111111111111	72	66.66666666666667	-4.3	-1.5357142857142858	-1.6538461538461537	-1.9545454545454546
F	-0.5196428571428571	-0.23195876288659795	97	43.29896907216495	-4.5	-1.875	-1.1842105263157894	-2.25
F	-0.6521428471519833	-0.22636363289572975	110	38.18181818181818	-4.979999923706055	-1.556249976158142	-1.037499984105428	-2.074999968210856
F	-0.3525882398380953	-0.18271605173746744	81	41.97530864197531	-2.9600000381469727	-1.057142870766776	-0.925000011920929	-1.4800000190734863
F	-0.4839069676953693	-0.19999999626010073	102	42.15686274509804	-4.079999923706055	-1.4571428298950195	-1.1333333121405706	-2.0399999618530273
F	-0.4234091065146707	-0.23000000847710503	90	48.888888888888886	-4.1400001525878904	-1.5923077509953425	-1.2176471037023209	-1.881818251176314
F	-0.3157142857142857	-0.21794871794871795	78	53.84615384615385	-3.4	-1.5454545454545454	-1.0625	-1.7
F	-0.4452258146962812	-0.3074626922607422	67	46.26865671641791	-4.1200000762939455	-1.7166666984558105	-1.3733333587646483	-1.8727273074063389
F	-0.5702727343819358	-0.3731707363593869	82	53.65853658536585	-6.1200000762939455	-2.550000031789144	-1.5300000190734864	-2.353846183189979
F	-0.5626	-0.29896907216494845	97	51.54639175257732	-5.8	-2.0714285714285716	-1.8125	-2.6363636363636362
F	-0.4467451046962364	-0.28764045372437896	89	57.30337078651685	-5.1200000762939455	-1.9692307985745943	-1.600000023841858	-2.5600000381469727
F	-0.7473972372812768	-0.45090907703746447	110	66.36363636363636	-9.919999694824218	-3.3066665649414064	-2.066666603088379	-4.133333206176758
F	-0.5901428571428572	-0.39705882352941174	102	68.62745098039215	-8.1	-2.7	-1.9285714285714286	-3.375
F	-0.5605817954323508	-0.4585365667575743	82	67.07317073170732	-7.519999694824219	-2.8923075749323917	-2.0888888041178384	-3.418181679465554
F	-0.4629056729010816	-0.32413793980390176	87	60.91954022988506	-5.6400001525878904	-2.0142857687813893	-1.5666667090521917	-2.8200000762939452
F	-0.6289354958072786	-0.4144329975560768	97	63.91752577319588	-8.04000015258789	-3.0923077509953427	-2.512500047683716	-4.020000076293945
F	-0.40108696274135425	-0.32800000508626304	75	61.333333333333336	-4.920000076293945	-1.8923077216515174	-2.2363636710427026	-2.4600000381469727
F	-0.4937884734227107	-0.39135803411036363	81	64.19753086419753	-6.340000152587891	-2.4384615971491885	-1.668421092786287	-2.881818251176314
F	-0.4069591783017528	-0.41884057418159815	69	71.01449275362319	-5.779999923706055	-2.4083333015441895	-2.0642856870378767	-2.4083333015441895
F	-0.6026721554115171	-0.3907216652152465	97	62.88659793814433	-7.580000305175782	-2.526666768391927	-1.5791667302449544	-3.1583334604899087
F	-0.48203703032599554	-0.2884210486161081	95	56.8421052631579	-5.479999923706055	-1.9571428298950195	-1.9571428298950195	-2.7399999618530275
F	-0.40616364253651016	-0.28202247619628906	89	61.79775280898876	-5.020000076293945	-1.7928571701049805	-1.394444465637207	-2.0916666984558105
F	-0.5933333079020182	-0.37473682604337993	95	60.0	-7.119999694824219	-2.373333231608073	-1.695238022577195	-3.5599998474121093
F	-0.3632105330417031	-0.3074626922607422	67	56.71641791044776	-4.1200000762939455	-1.471428598676409	-1.5846154139592097	-2.0600000381469727
F	-0.5835593078096034	-0.28454544760964134	110	53.63636363636363	-6.259999847412109	-2.0866666158040363	-1.6473683808979236	-3.1299999237060545
F	-0.5578485038063743	-0.5475609942180354	82	80.48780487804878	-8.980000305175782	-3.453846271221454	-2.2450000762939455	-3.453846271221454
F	-0.36115554979112413	-0.35147058262544517	68	66.17647058823529	-4.779999923706055	-1.7071428298950195	-1.7071428298950195	-2.1727272380482066
F	-0.5487058691884957	-0.36136362769386987	88	57.95454545454545	-6.3599998474121096	-1.9874999523162842	-1.8705881904153263	-2.890909021550959
F	-0.40425	-0.3712121212121212	66	60.60606060606061	-4.9	-1.8846153846153846	-1.75	-2.227272727272727
F	-0.37506978234579397	-0.22857143765404112	84	51.19047619047619	-3.8400001525878906	-1.6000000635782878	-1.476923135610727	-1.9200000762939453
F	-0.3292285864693778	-0.2420289965643399	69	50.72463768115942	-3.3400001525878906	-1.5181818875399502	-1.2846154433030348	-1.2846154433030348
F	-0.5750893115997314	-0.3568421213250411	95	58.94736842105263	-6.780000305175781	-2.2600001017252604	-2.2600001017252604	-2.6076924250676083
F	-0.50128570829119	-0.36249999566511676	88	63.63636363636363	-6.3799999237060545	-2.6583333015441895	-1.5949999809265136	-2.899999965320934
F	-0.30407693618383164	-0.26417911586476794	67	58.208955223880594	-3.540000152587891	-1.3615385202261119	-2.2125000953674316	-1.6090909784490413
F	-0.4423404255319149	-0.35064935064935066	77	61.03896103896104	-5.4	-1.9285714285714286	-1.6875	-2.4545454545454546
F	-0.430650011062622	-0.34137931911424657	87	68.96551724137932	-5.94000015258789	-2.1214286259242465	-1.9800000508626303	-2.7000000693581323
F	-0.35060868968134346	-0.31111110581292045	72	63.888888888888886	-4.479999923706055	-1.723076893733098	-1.5999999727521623	-2.0363636016845703
F	-0.4426666768391927	-0.3952381043207078	84	75.0	-6.6400001525878904	-2.553846212533804	-1.7473684612073397	-2.7666667302449546
F	-0.4390526185955918	-0.26597937357794377	97	58.76288659793814	-5.159999847412109	-1.8428570883614677	-1.2285713922409784	-2.1499999364217124
F	-0.45189362789722204	-0.47313433974536495	67	70.14925373134328	-6.340000152587891	-2.4384615971491885	-2.4384615971491885	-3.1700000762939453
F	-0.40430770287146933	-0.40555556615193683	72	72.22222222222223	-5.840000152587891	-2.2461539048414965	-2.085714340209961	-2.6545455239035864
F	-0.40629788662524935	-0.2465909177606756	88	53.40909090909091	-4.340000152587891	-1.5500000544956751	-1.2055555979410808	-2.1700000762939453
F	-0.4939999791195518	-0.46282049325796276	78	73.07692307692308	-7.219999694824219	-2.406666564941406	-2.578571319580078	-3.6099998474121096
F	-0.300810803593816	-0.22714285169328963	70	52.857142857142854	-3.1799999237060548	-1.1357142584664481	-1.223076893733098	-1.5899999618530274
F	-0.5430508241815082	-0.3955555386013455	90	65.55555555555556	-7.119999694824219	-2.373333231608073	-1.9777776930067275	-3.236363497647372
F	-0.5049107142857142	-0.3735632183908046	87	64.36781609195403	-6.5	-2.5	-1.7105263157894737	-2.9545454545454546
F	-0.27495652737824816	-0.27352941737455483	68	67.6470588235294	-3.720000076293945	-1.430769260113056	-1.240000025431315	-1.8600000381469726
F	-0.49985455148870295	-0.3632183951893072	87	63.2183908045977	-6.320000076293946	-2.633333365122477	-1.5047619229271298	-2.4307692601130557
F	-0.5553559099617651	-0.4430232380711755	86	68.6046511627907	-7.619999694824219	-2.9307691133939304	-2.0052630775853206	-3.4636362249200996
F	-0.5262033675888838	-0.41976742411768714	86	68.6046511627907	-7.219999694824219	-3.008333206176758	-1.7190475463867188	-3.008333206176758
F	-0.5878125	-0.3838383838383838	99	64.64646464646465	-7.6	-2.533333333333333	-1.5833333333333333	-3.4545454545454546
F	-0.35226921815138595	-0.24767440973326219	86	60.46511627906977	-4.259999847412109	-1.4199999491373698	-1.1833332909478083	-1.9363635670055042
F	-0.4460689452598835	-0.4363636165470272	77	75.32467532467533	-6.719999694824219	-2.584615267240084	-2.2399998982747396	-3.3599998474121096
F	-0.29470213423383995	-0.2111111158206139	81	58.02469135802469	-3.4200000762939453	-1.221428598676409	-1.3153846447284405	-1.5545454892245205
F	-0.42758620689655175	-0.3875	80	72.5	-6.2	-2.5833333333333335	-1.9375	-2.8181818181818183
F	-0.5491227936326412	-0.3129999923706055	100	57.0	-6.259999847412109	-2.2357142312186107	-1.5649999618530273	-2.6083332697550454
F	-0.4043571478979928	-0.4135135186685098	74	75.67567567567568	-6.1200000762939455	-2.550000031789144	-1.8000000224393957	-2.781818216497248
F	-0.5033962264150943	-0.31521739130434784	92	57.608695652173914	-5.8	-2.0714285714285716	-1.5263157894736843	-2.9
F	-0.47093023255813954	-0.36	75	57.333333333333336	-5.4	-2.076923076923077	-2.25	-2.4545454545454546
F	-0.3955813829288926	-0.3471428462437221	70	61.42857142857143	-4.8599998474121096	-2.0249999364217124	-2.209090839732777	-2.4299999237060548
F	-0.3745714160374233	-0.3304347715516021	69	60.869565217391305	-4.55999984741211	-1.7538460951585035	-1.6285713740757533	-2.0727272033691406
F	-0.5403666776021322	-0.4383721018946448	86	69.76744186046511	-7.540000152587891	-2.5133333841959637	-1.8850000381469727	-3.7700000762939454
F	-0.3939344262295082	-0.30337078651685395	89	68.53932584269663	-5.4	-2.076923076923077	-1.5	-2.25
F	-0.5003389714127879	-0.3644444359673394	90	65.55555555555556	-6.55999984741211	-2.3428570883614674	-2.3428570883614674	-3.279999923706055
F	-0.30914633448530987	-0.2253333282470703	75	54.666666666666664	-3.3799999237060545	-1.2071428298950195	-1.2071428298950195	-1.6899999618530273
F	-0.3999183728743573	-0.38873239973901025	71	69.01408450704226	-5.520000076293945	-2.300000031789144	-2.1230769524207482	-2.7600000381469725
F	-0.24727658941390668	-0.1910256361350035	78	60.256410256410255	-2.9799999237060546	-1.146153816810021	-1.0642856870378767	-1.3545454198663884
F	-0.44093180309642444	-0.2563218303110408	87	50.57471264367816	-4.459999847412109	-1.3937499523162842	-1.3117646610035616	-2.2299999237060546
F	-0.4263396165955741	-0.320238090696789	84	63.095238095238095	-5.3799999237060545	-2.241666634877523	-1.4944444232516818	-2.6899999618530273
F	-0.5311428451538086	-0.3840909004211426	88	63.63636363636363	-6.759999847412109	-2.414285659790039	-2.2533332824707033	-3.3799999237060545
F	-0.33565216064453124	-0.24124999046325685	80	57.5	-3.8599998474121096	-1.2866666158040365	-1.3785713740757533	-1.7545453851873225
F	-0.5229818323308771	-0.2764705957150927	102	53.92156862745098	-5.6400001525878904	-2.0142857687813893	-1.2818182164972478	-2.3500000635782876
F	-0.3265624940395355	-0.27866666158040365	75	64.0	-4.179999923706054	-1.4928571156093053	-1.8999999653209338	-2.089999961853027
F	-0.37659575076813395	-0.31466667175292967	75	62.666666666666664	-4.720000076293945	-1.9666666984558105	-1.3111111323038738	-1.6857143129621233
F	-0.3080000122388204	-0.24935065925895394	77	62.33766233766234	-3.8400001525878906	-1.476923135610727	-1.9200000762939453	-1.7454546148126775
F	-0.3708000068664551	-0.326984133039202	63	55.55555555555556	-4.1200000762939455	-1.5846154139592097	-2.575000047683716	-2.0600000381469727
F	-0.49211321920718787	-0.39753087361653644	81	65.4320987654321	-6.44000015258789	-2.683333396911621	-2.146666717529297	-2.9272727966308594
F	-0.47472000656127933	-0.32093023699383405	86	58.13953488372093	-5.520000076293945	-1.8400000254313151	-1.6235294342041016	-2.509090943769975
F	-0.38208620104296454	-0.2797752766126997	89	65.1685393258427	-4.979999923706055	-2.074999968210856	-1.9153845860407903	-2.2636363289572974
F	-0.38310416102409367	-0.3647887270215531	71	67.6056338028169	-5.179999923706054	-2.3545454198663887	-1.8499999727521623	-2.1583333015441895
F	-0.8009374737739563	-0.42363634976473724	110	58.18181818181818	-9.319999694824219	-3.584615267240084	-1.8639999389648438	-4.659999847412109
F	-0.6463437294960022	-0.5593023078386173	86	74.4186046511628	-9.61999969482422	-4.008333206176758	-2.531578867059005	-4.008333206176758
F	-0.5308214528220041	-0.3752809160211113	89	62.92134831460674	-6.680000305175781	-2.5692308866060696	-1.6700000762939453	-2.7833334604899087
F	-0.442	-0.3058823529411765	85	58.8235294117647	-5.2	-2.0	-1.368421052631579	-2.0
